City,Place,avg_rating,review_count,short_description,auto_tag,auto_tags,top_keywords,pros,cons,recommendation_explanation
Satara,"Yamai Devi, Sakhargadnivasini Temple, Kinhai Village, Satara, Maharashtra",4.066666666666666,15,lucky visit day navratri km satara car goes right till hill temple surrounded fortress sakhargad note yamai temples main aundh peth kinhai nice temple yamai devi located temple renovation extension,pilgrimage,"['pilgrimage', 'temple', 'gurdwara']","['temple', 'hill', 'devi', 'museum', 'art']","['fun', 'maintained', 'great', 'beautiful', 'amazing']","['issue', 'avoid']","Recommended because it matches pilgrimage, temple interests. Visitors often mention temple, hill, devi. Top positives: fun, maintained, great. Possible issues: issue, avoid."
Satara,Yawteshwar Temple,3.888888888888889,9,temple located kaas road lots people visit yatra visit visiting kaas nice temple dedicated lord shiva located yawteshwar village idols nandi entrance nice idol lord shiva religious ambiance yawateshwar temple,temple,"['temple', 'pilgrimage', 'gurdwara']","['temple', 'shiva', 'lord', 'nandi', 'yatra']","['maintained', 'historic', 'awesome', 'peaceful', 'best']",['avoid'],"Recommended because it matches temple, pilgrimage interests. Visitors often mention temple, shiva, lord. Top positives: maintained, historic, awesome. Possible issues: avoid."
Satna,Ram Van Temple,4.444444444444445,9,ram van temple famous place good small picnic family lots greenery enjoy nature temple clean maintained peaceful visit beautiful option family outing satna went outing kids great fun ram hanuman,temple,"['temple', 'spiritual', 'peaceful']","['ram', 'temple', 'van', 'hanuman', 'place']","['clean', 'fun', 'maintained', 'great', 'beautiful']",[],"Recommended because it matches temple, spiritual interests. Visitors often mention ram, temple, van. Top positives: clean, fun, maintained."
Satna,Ramvan Satna,4.5,14,place rich greenery cool calm surroundings spiritual touch enjoy time good place evening visit nice maintained garden silent crowded evening lot stalls street food yummy visited year place small god,temple,"['temple', 'spiritual', 'local_experience']","['hanuman', 'place', 'good', 'religious', 'greenery']","['lush', 'clean', 'yummy', 'maintained', 'wonderful']","['parking', 'crowded']","Recommended because it matches temple, spiritual interests. Visitors often mention hanuman, place, good. Top positives: lush, clean, yummy. Possible issues: parking, crowded."
Satpura National Park,Satpura Tiger Reserve,4.222222222222222,54,small crowded animal reserve good chance sloth bears deer antelope species alas tigers seen best tiger views leopards sloth bears crocs cheetal sambar birds galore loved safari birding trip boat,wildlife,"['wildlife', 'forest', 'gurdwara']","['tiger', 'reserve', 'safari', 'tigers', 'park']","['lush', 'clean', 'adventurous', 'maintained', 'wonderful']","['problem', 'crowded', 'difficult', 'costly', 'hot']","Recommended because it matches wildlife, forest interests. Visitors often mention tiger, reserve, safari. Top positives: lush, clean, adventurous. Possible issues: problem, crowded."
Satpura National Park,Side Street Explorers,5.0,1,trip felt like traveling cooking got scenes kitchens best local restaurants highlight going village rishikesh cooking amazing vegetarain meals,local_experience,"['local_experience', 'food', 'fine_dining']","['rishikesh', 'meals', 'scenes', 'traveling', 'highlight']","['best', 'amazing']",[],"Recommended because it matches local_experience, food interests. Visitors often mention rishikesh, meals, scenes. Top positives: best, amazing."
Sattal,Butterfly Museum,4.2,5,saattal visit place unique sense good collection rare species butterflies witnessed mr peter smetacek butterfly museum eye opener butterflies india world featuring looks like owl looks like snake learn cherish,museum,"['museum', 'local_experience', 'forest']","['butterfly', 'mr', 'museum', 'lake', 'like']","['charming', 'maintained']",[],"Recommended because it matches museum, local_experience interests. Visitors often mention butterfly, mr, museum. Top positives: charming, maintained."
Sattal,Sattal Lake,4.447004608294931,217,lakes vicinity boating water related sports activity available food served nearby eateries good busy day parking problem nainital multiples times visited commercialized lakes like talital malital year stayed sattal v,lake,"['lake', 'trekking', 'hill']","['lake', 'nainital', 'boating', 'lakes', 'place']","['fun', 'pleasant', 'great', 'amazing', 'peace']","['noisy', 'messy', 'risky', 'problem', 'crowded']","Recommended because it matches lake, trekking interests. Visitors often mention lake, nainital, boating. Top positives: fun, pleasant, great. Possible issues: noisy, messy."
Saundatti,Renuka Yellamma Devi Temple,4.3,10,great holy shrine budget lodges rooms available highly recommended place visit good scenic spots iam gulbarga long journey amazing km reached morning took bath jogul bayi memorable devotional day templ,gurdwara,"['gurdwara', 'palace', 'mosque']","['temple', 'mother', 'karnataka', 'devi', 'holy']","['holy', 'memorable', 'great', 'beautiful', 'amazing']",[],"Recommended because it matches gurdwara, palace interests. Visitors often mention temple, mother, karnataka. Top positives: holy, memorable, great."
Saundatti,Yellamma Temple,5.0,1,km dharwad temple dedicated yellamma renuka devi pious princess married saint jamdagni blessed gods worshipped sakthi great gripping mythological story temple,gurdwara,"['gurdwara', 'palace', 'temple']","['mythological', 'pious', 'saint', 'worshipped', 'gods']","['great', 'blessed']",[],"Recommended because it matches gurdwara, palace interests. Visitors often mention mythological, pious, saint. Top positives: great, blessed."
Sawai Madhopur,Amareshwar Mahadeo Temple,4.2272727272727275,22,water fall awesome pure nature bliss visit nature wild life lovers wild animals natural habitat saw monkey kids playing awesome deer lot birds common sights amreshawar temole forest shiv mandir,temple,"['temple', 'gurdwara', 'palace']","['temple', 'national', 'ranthambore', 'park', 'waterfall']","['lush', 'great', 'beautiful', 'amazing', 'awesome']","['poor', 'rainy']","Recommended because it matches temple, gurdwara interests. Visitors often mention temple, national, ranthambore. Top positives: lush, great, beautiful. Possible issues: poor, rainy."
Sawai Madhopur,Chamatkar Temple,4.0588235294117645,17,ranthambore quite times time heard place person train sawai madhopur safari ganesh temple usual things chamatkar temple main attraction madhopur chamatkar temple known jain pilgrimages temple named beautiful story temple,temple,"['temple', 'palace', 'gurdwara']","['jain', 'temple', 'mandir', 'ac', 'ranthambore']","['maintained', 'excellent', 'beautiful', 'tranquil', 'amazing']",[],"Recommended because it matches temple, palace interests. Visitors often mention jain, temple, mandir. Top positives: maintained, excellent, beautiful."
Sawai Madhopur,Chouth Mata Temple,4.214285714285714,14,lots monkeys place se excellent maintained properly lot garbage lying needs cleaned regularly went chouth mata temple little far away city beautiful temple height nearly stairs climb need good health,temple,"['temple', 'palace', 'gurdwara']","['temple', 'mata', 'stairs', 'climb', 'beautiful']","['clean', 'maintained', 'excellent', 'great', 'beautiful']",[],"Recommended because it matches temple, palace interests. Visitors often mention temple, mata, stairs. Top positives: clean, maintained, excellent."
Sawai Madhopur,Dushmeshwar Mahadeo Temple,4.333333333333333,6,rajasthan jyotirling different style kailash way tonk road temple good dhushmeshwar mahadeo jyotirling god shiva jyotirling way jaipur sawaimadhopur kms main highway shiwad village garden popular shiwad best temple visited,temple,"['temple', 'palace', 'gurdwara']","['rajasthan', 'temple', 'visit', 'small', 'say']","['beautiful', 'amazing', 'lovely', 'best', 'heaven']",['rainy'],"Recommended because it matches temple, palace interests. Visitors often mention rajasthan, temple, visit. Top positives: beautiful, amazing, lovely. Possible issues: rainy."
Sawai Madhopur,Ganesh Temple,4.043415340086831,691,yes temple fort mouse monkey feed temple located fort reach need cross approx stairs second time best heat went early morning got opening minutes starting function good religious place visit,gurdwara,"['gurdwara', 'temple', 'palace']","['fort', 'ranthambore', 'temple', 'ganesh', 'monkeys']","['fun', 'safe', 'pleasant', 'great', 'amazing']","['crowded', 'rush', 'boring', 'bad', 'packed']","Recommended because it matches gurdwara, temple interests. Visitors often mention fort, ranthambore, temple. Top positives: fun, safe, pleasant. Possible issues: crowded, rush."
Sawai Madhopur,India Wildlife Safari,4.4,10,wonder luck hold fingers crossed draw zone chance cubs tiger luck zone pretty dry safari hours seeking tigers safaris saw tiger time took photographs seconds booked advance seen tiger nd,wildlife,"['wildlife', 'forest', 'local_experience']","['tiger', 'safari', 'safaris', 'zone', 'ranthambore']","['great', 'best', 'awesome', 'memorable']",[],"Recommended because it matches wildlife, forest interests. Visitors often mention tiger, safari, safaris. Top positives: great, best, awesome."
Sawai Madhopur,Jogi Mahal,3.75,28,went national park feb feb route water body lake called padam talab jogi mahal located edge lake earlier ancient time jogi mahal used hunting place visit travelling really nice mahal,palace,"['palace', 'food', 'temple']","['mahal', 'ranthambore', 'tigers', 'park', 'lake']","['lush', 'fun', 'maintained', 'great', 'beautiful']",[],"Recommended because it matches palace, food interests. Visitors often mention mahal, ranthambore, tigers. Top positives: lush, fun, maintained."
Sawai Madhopur,Kachida Valley,3.75,8,visited kachida valley km away ranthambhore bagh gypsy safari ranthambhore road taking minutes afternoon n st june valley blessed wide range flora fauna surrounded low jagged hills natural forget place,forest,"['forest', 'hill', 'wildlife']","['valley', 'park', 'safari', 'fauna', 'flora']","['lush', 'blessed', 'amazing', 'green', 'best']",[],"Recommended because it matches forest, hill interests. Visitors often mention valley, park, safari. Top positives: lush, blessed, amazing."
Sawai Madhopur,Kala Gaura Bhairav Temple,4.0,3,temple km main crossing sawai madhopur town temple main road garage tempos road went pm visitors time lot steps famous temple city tantrik kriyas performed today unique thing temple idols,temple,"['temple', 'spiritual', 'gurdwara']","['temple', 'main', 'look', 'performed', 'deities']",[],[],"Recommended because it matches temple, spiritual interests. Visitors often mention temple, main, look."
Sawai Madhopur,Khandar Fort,4.053571428571429,56,fort grand history despite khilji door steps long time pains grand fort shatters great walk fort describes fort khandar wish place national park ranthabore visit fort liked road trip fort,gurdwara,"['gurdwara', 'palace', 'food']","['fort', 'ranthambore', 'climb', 'park', 'history']","['maintained', 'wonderful', 'majestic', 'great', 'beautiful']","['ruined', 'crowded', 'congested', 'heat', 'bad']","Recommended because it matches gurdwara, palace interests. Visitors often mention fort, ranthambore, climb. Top positives: maintained, wonderful, majestic. Possible issues: ruined, crowded."
